user,exit,2024-10-17 03:02:06
user,ды,2024-10-17 03:15:08
user,ls,2024-10-17 03:15:10
user,cd subdir1,2024-10-17 03:15:14
user,ls,2024-10-17 03:15:15
user,mv file1_renamed.txt file1.txt,2024-10-17 03:15:33
user,ls,2024-10-17 03:15:35
user,exit,2024-10-17 03:15:38
user,exit,2024-10-17 03:15:39
user,ды,2024-10-17 03:17:43
user,ls,2024-10-17 03:17:44
user,cd subdir1,2024-10-17 03:17:50
user,ls,2024-10-17 03:17:52
user,mv file1_renamed.txt file1.txt,2024-10-17 03:18:05
user,ls,2024-10-17 03:18:07
user,exit,2024-10-17 03:18:09
user,exit,2024-10-17 03:18:10
user,ls,2024-11-17 19:09:59
user,tree,2024-11-17 19:10:02
user,ls,2024-11-17 19:14:35
user,wc file2.txt,2024-11-17 19:14:43
user,ls -l file2.txt,2024-11-17 19:15:22
user,chmod rwxr-xr-- file2.txt,2024-11-17 19:15:39
user,exit,2024-11-17 19:17:15
user,ls,2024-11-22 00:07:06
user,ls,2024-11-22 15:27:59
test_user,exit,2024-11-29 11:51:54
user,ls,2024-11-29 11:52:24
user,cd file2.txt,2024-11-29 11:53:24
user,ls,2024-11-29 11:53:29
user,cd subdir1,2024-11-29 11:54:07
user,cd  Fs.zip\Fs\subdir1,2024-11-29 11:54:51
user,cd Fs\Fs\subdir1,2024-11-29 11:55:10
user,cd Fs/subdir1,2024-11-29 11:55:55
user,cd Fs/subdir1/,2024-11-29 11:56:48
user,ls,2024-12-06 13:20:52
user,exit,2024-12-06 13:20:56
user,exit,2024-12-06 13:21:00
